"","date","time.x","Lat","Lon","Base","day.x","month.x","year.x","timeNum","time.y","hourlyskyconditions","hourlydrybulbtempf","hourlywetbulbtempf","hourlyrelativehumidity","hourlywindspeed","dailyweather","dailysnowfall","dailyprecip","dailysnowdepth","day.y","month.y","year.y"
"116",2014-04-01,07:12:00,40.8674,-73.8822,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"117",2014-04-01,07:14:00,40.7678,-73.9704,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"118",2014-04-01,07:15:00,40.7749,-73.9587,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"119",2014-04-01,07:15:00,40.7209,-73.9813,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"120",2014-04-01,07:17:00,40.756,-73.9752,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"121",2014-04-01,07:17:00,40.7923,-73.9676,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"122",2014-04-01,07:20:00,40.739,-73.9991,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"123",2014-04-01,07:21:00,40.7273,-73.9797,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"124",2014-04-01,07:22:00,40.7751,-73.9475,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"125",2014-04-01,07:22:00,40.7406,-73.9983,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"126",2014-04-01,07:23:00,40.8364,-74.1461,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"127",2014-04-01,07:24:00,40.7452,-73.991,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"128",2014-04-01,07:25:00,40.7805,-73.9481,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"129",2014-04-01,07:25:00,40.7805,-73.9481,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"130",2014-04-01,07:26:00,40.7814,-73.9513,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"131",2014-04-01,07:26:00,40.7864,-73.9699,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"132",2014-04-01,07:27:00,40.783,-73.9559,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"133",2014-04-01,07:28:00,40.7582,-73.9928,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"134",2014-04-01,07:29:00,40.7216,-74.0046,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"135",2014-04-01,07:29:00,40.7298,-73.9988,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"136",2014-04-01,07:29:00,40.7746,-73.956,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"137",2014-04-01,07:30:00,40.7208,-73.994,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"138",2014-04-01,07:32:00,40.7669,-73.9617,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"139",2014-04-01,07:32:00,40.7084,-74.0064,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"140",2014-04-01,07:35:00,40.7425,-73.9942,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"141",2014-04-01,07:35:00,40.7424,-73.9838,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"142",2014-04-01,07:35:00,40.7724,-73.955,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"143",2014-04-01,07:37:00,40.7787,-73.9559,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"144",2014-04-01,07:38:00,40.7752,-73.9637,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"145",2014-04-01,07:38:00,40.7754,-73.95,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"146",2014-04-01,07:38:00,40.7368,-74.0044,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"147",2014-04-01,07:40:00,40.7174,-73.9924,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"148",2014-04-01,07:42:00,40.7305,-73.9934,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"149",2014-04-01,07:45:00,40.7747,-73.9613,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"150",2014-04-01,07:45:00,40.7229,-73.994,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"151",2014-04-01,07:46:00,40.7396,-73.981,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"152",2014-04-01,07:46:00,40.725,-73.9994,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"153",2014-04-01,07:50:00,40.695,-74.1774,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"154",2014-04-01,07:51:00,40.719,-74.0064,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"155",2014-04-01,07:51:00,40.8271,-73.9726,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"156",2014-04-01,07:53:00,40.7793,-73.9495,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"157",2014-04-01,07:54:00,40.7266,-73.9801,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
"158",2014-04-01,07:55:00,40.6922,-74.1811,"B02512","Tuesday",4,2014,8,07:51:00,"CLR:00",42,35,51,5,"","","",NA,"Tuesday",4,2014
